Unnamed_0,Vendor,Vendor Site Id,Brand,Dcl,Department Id,Class Id,Class Name,Line Id,Line Name,Product ID,Pcode Description,Color,Size,Item,Description,Mfg Code,UPC,Status,Status 300,Site,Site Name,State,Square Footage,Region,Zone,MIL,FLM,DC FLM,Orgs,Cost,Retail,ATG Retail,GM Pct,Last Receipt,Last Sold Date,L30,D30,D60,LW,TTM,Qoh,Supply,Allocated,Intrans,Store Transfer,QTY Reserve,Store PO Qty,Dc Qoh,Dc Avail,DC Staged,DC RV,DC PO QTY,Buyer Name,Planner Code,Private Label,Season Code,Store Size,Rank,Supply In Stock,Avg. WOC,MIL_1,FLM_1,Days,Proj. Demand,Alloc. Rec.,New,Store Flag,SKU Flag,Flag,Final Alloc.,Left DC,Final Supply,Final Cost,% UA,Left DC %,Final In Stock,Demand Check,Helper,Unnamed_79,736,source_sheet,source_file,source_row_number,Store Name,is_allocate,is_review,is_no_alloc,is_eligible,is_site802,is_ak,is_review_pass1_candidate,has_target_final_alloc,row_category,model_segment,4364,4950,4188,3908,9518,3561,3143,1957,1648,target_units,target_positive,target_flms,target_rank_score,target_cut_rec,target_follow_rec,target_one_flm,target_zero_out,target_below_flm_remainder,target_review_pass1_positive,target_review_pass1_rank_score,model_path,pred_prob,rank_score,pred_flms_raw,review_pass1_prob,review_pass1_rank_score,review_pass1_units,Predicted Final Alloc,abs_error
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268110,Giants KC Style BBQ Sunflower Seeds - 3 Servings,,,1764029,GIANTS BBQ SEEDS,33575,038093335754,Active,Active,207,Kennewick,WA,45860,Pacific North West,2,48,12,12,147,1.54,2.99,2.79,0.48,46141,46172,10,0,0,2,19,41,41,,0,0,0,0,2568,2460,108,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,0.9931972789115646,17.589,48,12,60,8,12,-,-,-,Allocate,12,2280,53,18.48,0.254606365159129,0.926829268292683,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",220,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.4253918528556824,1.8859813213348389,0.5068928003311157,0.0,0.0,0,0,12.0
,WORTHINGTON CYLINDER CORP,COLUMBUS,Coleman,1.134.1,1,134,Fuel,1,Propane,p214588,Coleman Propane Fuel Bottle,Green,,100001,SINGLE BOTTLE PROPANE,332418,014045324182,Active,Active,126,Albuquerque,NM,48211,Southwest,6,48,12,20160,147,5.35,6.99,6.99,0.23,46100,46167,118,192,401,45,1715,276,300,24,0,0,2,0,26916,23688,3228,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,1,10.90677966101695,48,12,60,339,36,-,-,Disaster Prep,Allocate,36,21776,336,192.6,0.3334762633996937,0.9192840256670044,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",491,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,36.0,1.0,3.0,3.386294361119891,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9999939203262329,3.374690055847168,3.51721453666687,0.0,0.0,0,48,12.0
,WORTHINGTON CYLINDER CORP,COLUMBUS,Coleman,1.134.1,1,134,Fuel,1,Propane,p214588,Coleman Propane Fuel Bottle,Green,,100001,SINGLE BOTTLE PROPANE,332418,014045324182,Active,Active,238,Fresno,CA,30424,Southern California,4,48,12,20160,147,5.35,6.99,6.99,0.23,46116,46167,95,97,237,33,1224,171,171,,0,0,0,0,26916,23688,3228,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,B,1,7.7219999999999995,48,12,60,222,48,-,Target Inv.,Disaster Prep,Allocate,48,21776,219,256.79999999999995,0.3334762633996937,0.9192840256670044,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",488,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,48.0,1.0,4.0,3.6094379124341005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9999988079071045,3.099024534225464,3.0085413455963135,0.0,0.0,0,36,12.0
,JUST BORN INC,NDF,Mike and Ike,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p302768,Mike N Ike Mega Mix Candy - Theater Box,,,1866181,MIKE AND IKE MEGA MIX BOX 4.25OZ,00070970475366,070970475368,Active,Active,602,Asheville,NC,51466,Mid-Atlantic,9,2,12,12,147,0.91,1.99,1.99,0.54,46145,46173,15,10,15,6,81,5,17,,12,0,0,0,131,23,108,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,A,0.9931972789115646,4.862,2,12,60,26,12,-,Target Inv.,-,Review,12,0,29,10.92,0,0,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",2483,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,12.0,1.0,1.0,2.838980513893279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.2391432374715805,0.15143077075481415,0.3862670063972473,1.0,67989.328125,0,0,12.0
,WORTHINGTON CYLINDER CORP,COLUMBUS,Coleman,1.134.1,1,134,Fuel,1,Propane,p214588,Coleman Propane Fuel Bottle,Green,,100001,SINGLE BOTTLE PROPANE,332418,014045324182,Active,Active,185,Everett,WA,39000,Pacific North West,2,48,12,20160,147,5.35,6.99,6.99,0.23,46121,46167,108,86,269,54,1280,107,203,96,0,0,0,0,26916,23688,3228,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,B,1,8.063611111111111,48,12,60,267,60,-,-,Disaster Prep,Allocate,60,21776,263,321,0.3334762633996937,0.9192840256670044,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",486,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,60.0,1.0,5.0,3.791759469228055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9999990463256836,3.4490058422088623,3.9594781398773193,0.0,0.0,0,48,12.0
,FERRARA CANDY COMPANY,GOODYEAR,Nerds,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p328981,NERDS RAINBOW GUMMY CLUSTERS,,,1988398,NERDS RAINBOW GUMMY CLUSTERS,08073,079200049065,Active,Active,102,Provo,UT,41800,Rocky Mountain,5,72,12,12,147,2.13,3.99,3.99,0.47,46151,46167,23,0,0,10,31,65,65,,0,0,0,0,1427,1283,144,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,0.9931972789115646,12.123913043478261,72,12,60,27,12,-,-,-,Allocate,12,1067,77,25.56,0.10022543678376855,0.8316445830085737,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",235,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.3744860589504242,2.2343595027923584,0.8828235864639282,0.0,0.0,0,0,12.0
,FERRARA CANDY COMPANY,GOODYEAR,Nerds,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p328981,NERDS RAINBOW GUMMY CLUSTERS,,,1988398,NERDS RAINBOW GUMMY CLUSTERS,08073,079200049065,Active,Active,224,Nampa,ID,48704,Rocky Mountain,5,72,12,12,147,2.13,3.99,3.99,0.47,46136,46167,14,0,0,4,18,66,66,,0,0,0,0,1427,1283,144,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,B,0.9931972789115646,20.224285714285713,72,12,60,13,12,-,-,-,Allocate,12,1067,78,25.56,0.10022543678376855,0.8316445830085737,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",236,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.4035543203353882,1.8713937997817993,0.8505589962005615,0.0,0.0,0,0,12.0
,FERRARA CANDY COMPANY,GOODYEAR,Nerds,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p328981,NERDS RAINBOW GUMMY CLUSTERS,,,1988398,NERDS RAINBOW GUMMY CLUSTERS,08073,079200049065,Active,Active,239,Flagstaff,AZ,30525,Southwest,6,72,12,12,147,2.13,3.99,3.99,0.47,46144,46167,19,0,0,10,43,65,65,,0,0,0,0,1427,1283,144,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,B,0.9931972789115646,14.676315789473685,72,12,60,26,12,-,Target Inv.,-,Allocate,12,1067,77,25.56,0.10022543678376855,0.8316445830085737,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",237,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.35963866114616394,2.7325193881988525,1.0426709651947021,0.0,0.0,0,0,12.0
,FERRARA CANDY COMPANY,GOODYEAR,Nerds,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p328981,NERDS RAINBOW GUMMY CLUSTERS,,,1988398,NERDS RAINBOW GUMMY CLUSTERS,08073,079200049065,Active,Active,105,ID Falls,ID,43651,Rocky Mountain,5,72,12,12,147,2.13,3.99,3.99,0.47,46142,46167,9,0,0,3,19,65,65,,0,0,0,0,1427,1283,144,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,B,0.9931972789115646,30.983333333333334,72,12,60,9,12,-,-,-,Allocate,12,1067,77,25.56,0.10022543678376855,0.8316445830085737,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",238,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.26403650641441345,2.826725959777832,1.030580997467041,0.0,0.0,0,0,12.0
,WORTHINGTON CYLINDER CORP,COLUMBUS,Coleman,1.134.1,1,134,Fuel,1,Propane,p214588,Coleman Propane Fuel Bottle,Green,,100001,SINGLE BOTTLE PROPANE,332418,014045324182,Active,Active,236,Pocatello,ID,32990,Rocky Mountain,5,48,12,20160,147,5.35,6.99,6.99,0.23,46083,46167,112,111,272,36,979,158,182,,24,0,0,0,26916,23688,3228,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,B,1,6.9712499999999995,48,12,60,238,60,-,-,Disaster Prep,Allocate,60,21776,242,321,0.3334762633996937,0.9192840256670044,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",485,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,60.0,1.0,5.0,3.791759469228055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9999982118606567,3.519399404525757,3.9721145629882812,0.0,0.0,0,48,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268107,Giants Original Roasted and Salted Sunflower Seeds - 3 Servings,,,1764026,GIANTS ORIGINAL R&S SEEDS,33365,038093332654,Active,Active,225,Farmington,NM,30130,Southwest,6,48,12,12,147,1.54,2.79,2.79,0.45,46149,46166,6,0,0,3,19,41,41,,0,0,0,0,2859,2799,60,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,B,0.9931972789115646,29.315,48,12,60,8,12,-,-,-,Allocate,,2787,41,0,0.29526432884839493,0.9957127545551983,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",282,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.5589200854301453,2.399005651473999,0.7016825079917908,0.0,0.0,0,12,12.0
,FERRARA CANDY COMPANY,GOODYEAR,Nerds,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p328981,NERDS RAINBOW GUMMY CLUSTERS,,,1988398,NERDS RAINBOW GUMMY CLUSTERS,08073,079200049065,Active,Active,245,Albany,OR,32513,Pacific North West,2,72,12,12,147,2.13,3.99,3.99,0.47,46138,46165,12,0,0,4,18,66,66,,0,0,0,0,1427,1283,144,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,C,0.9931972789115646,23.595000000000002,72,12,60,12,12,-,-,-,Allocate,12,1067,78,25.56,0.10022543678376855,0.8316445830085737,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",245,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.33008188009262085,2.5972368717193604,1.0134592056274414,0.0,0.0,0,0,12.0
,WORTHINGTON CYLINDER CORP,COLUMBUS,Coleman,1.134.1,1,134,Fuel,1,Propane,p214588,Coleman Propane Fuel Bottle,Green,,100001,SINGLE BOTTLE PROPANE,332418,014045324182,Active,Active,232,Chico,CA,40622,Northern California,3,48,12,20160,147,5.35,6.99,6.99,0.23,46119,46167,106,280,534,39,2030,205,205,,0,0,0,0,26916,23688,3228,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,1,8.296698113207547,48,12,60,396,192,-,-,Disaster Prep,Allocate,192,21776,397,1027.1999999999998,0.3334762633996937,0.9192840256670044,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",481,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,192.0,1.0,16.0,7.333213344056216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,1.0,7.099035263061523,15.392050743103027,0.0,0.0,0,180,12.0
,WORTHINGTON CYLINDER CORP,COLUMBUS,Coleman,1.134.1,1,134,Fuel,1,Propane,p214588,Coleman Propane Fuel Bottle,Green,,100001,SINGLE BOTTLE PROPANE,332418,014045324182,Active,Active,208,Vancouver,WA,48704,Pacific North West,2,48,12,20160,147,5.35,6.99,6.99,0.23,46122,46167,147,232,486,41,1677,255,363,48,60,0,0,0,26916,23688,3228,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A+,1,10.593673469387754,48,12,60,375,12,-,-,Disaster Prep,Allocate,12,21776,375,64.19999999999999,0.3334762633996937,0.9192840256670044,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",501,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9998000264167786,2.559828996658325,1.624094843864441,0.0,0.0,0,24,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268108,Giants Dill Pickle Sunflower Seeds - 3 Servings,,,1764027,GIANTS DILL SEEDS,33555,038093335556,Active,Active,158,Medford,OR,51409,Pacific North West,2,48,12,12,147,1.54,2.99,2.79,0.48,46142,46173,22,0,0,6,33,39,39,,0,0,0,0,3323,2975,348,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,B,0.9931972789115646,7.605,48,12,60,20,12,-,-,-,Allocate,12,2771,51,18.48,0.29307244843997887,0.9314285714285714,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",208,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.5276991724967957,1.4279835224151611,0.4990798532962799,0.0,0.0,0,0,12.0
,FERRARA CANDY COMPANY,GOODYEAR,Nerds,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p328981,NERDS RAINBOW GUMMY CLUSTERS,,,1988398,NERDS RAINBOW GUMMY CLUSTERS,08073,079200049065,Active,Active,181,Yuma,AZ,30940,Southwest,6,72,12,12,147,2.13,3.99,3.99,0.47,46143,46165,13,0,0,4,20,64,64,,0,0,0,0,1427,1283,144,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,C,0.9931972789115646,21.12,72,12,60,13,12,-,-,-,Allocate,12,1067,76,25.56,0.10022543678376855,0.8316445830085737,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",247,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.4091019630432129,2.5811619758605957,1.0505211353302002,0.0,0.0,0,0,12.0
,GIANT SNACKS INC,WAHPETON,Giants,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p268108,Giants Dill Pickle Sunflower Seeds - 3 Servings,,,1764027,GIANTS DILL SEEDS,33555,038093335556,Active,Active,108,Grand Jctn,CO,45250,Rocky Mountain,5,48,12,12,147,1.54,2.99,2.79,0.48,46140,46176,10,0,0,1,18,42,42,,0,0,0,0,3323,2975,348,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,B,0.9931972789115646,18.018,48,12,60,6,12,-,-,-,Allocate,12,2771,54,18.48,0.29307244843997887,0.9314285714285714,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",209,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.45951569080352783,2.193223714828491,1.0172349214553833,0.0,0.0,0,0,12.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,233,Rancho Cordova,CA,39156,Northern California,3,10,2,1560,141,5.93,10.99,10.99,0.46,46175,46174,23,42,86,12,361,51,59,8,0,0,0,0,809,349,460,0,6240,"Branham, Dave Michael",Camp1,,,30K-40K,C,1,11.004782608695653,10,2,60,76,18,-,Disaster Prep,-,Allocate,12,143,71,71.16,0.02570093457943925,0.40974212034383956,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",493,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,6.0,3.9459101490553135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.8548681139945984,2.18233585357666,0.11045892536640167,0.0,0.0,0,0,12.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,259,Elk Grove,CA,0,Northern California,3,8,2,1560,141,5.93,10.99,10.99,0.46,46174,46174,44,68,117,16,283,17,89,10,62,0,0,0,809,349,460,0,6240,"Branham, Dave Michael",Camp1,,,40K-50K,D,1,8.6775,8,2,60,105,16,-,-,-,Allocate,12,143,101,71.16,0.02570093457943925,0.40974212034383956,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",494,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,6.0,3.9459101490553135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.8115990161895752,3.8593480587005615,0.0,0.0,0.0,0,0,12.0
,OLD TRAPPER SMOKED PRODT INC,FOREST GROVE,Old Trapper,1.150.2,1,150,Food & Beverage,2,Jerky,p37794,Old Trapper Beef Jerky,,,1285126,OT BEEF JRKY OLD FASH 10OZ,22112T,079694221121,Active,Active,208,Vancouver,WA,48704,Pacific North West,2,4,12,12,147,11.65,19.99,19.99,0.42,46142,46167,11,27,49,3,204,2,26,,24,0,0,0,540,228,312,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,0.9863945578231292,10.14,4,12,60,37,12,-,-,-,Review,12,0,38,139.8,0,0,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",2023,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.11264673620462418,2.1190075874328613,1.0861716270446777,1.0,61501.81640625,0,0,12.0
,FERRARA CANDY COMPANY,GOODYEAR,Nerds,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p328976,NERDS JUICY GUMMY CLUSTERS,,,1988400,NERDS JUICY GUMMY CLUSTERS,08529,079200085292,Active,Active,203,Bozeman,MT,45860,Rocky Mountain,5,72,12,12,147,2.13,3.99,3.99,0.47,46141,46166,16,0,0,4,19,65,65,,0,0,0,0,526,274,252,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,B,0.9931972789115646,17.428125,72,12,60,14,12,-,-,-,Review,12,82,77,25.56,0.00871135663444173,0.29927007299270075,0.9931972789115646,,Review Final Alloc - Single FLM May Be Too High,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",1703,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,12.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.46320298314094543,2.9322588443756104,0.8265834450721741,1.0,76205.75,0,0,12.0
,OLD TRAPPER SMOKED PRODT INC,FOREST GROVE,Old Trapper,1.150.2,1,150,Food & Beverage,2,Jerky,p37794,Old Trapper Beef Jerky,,,1285126,OT BEEF JRKY OLD FASH 10OZ,22112T,079694221121,Active,Active,245,Albany,OR,32513,Pacific North West,2,4,12,12,147,11.65,19.99,19.99,0.42,46055,46163,7,4,12,1,72,5,5,,0,0,0,0,540,228,312,0,0,"Branham, Dave Michael",Camp1,,,30K-40K,C,0.9863945578231292,3.064285714285714,4,12,60,11,12,-,-,-,Review,12,0,17,139.8,0,0,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",2037,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,12.0,1.0,1.0,3.088980513893279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.42448997497558594,0.5601789355278015,0.408252477645874,1.0,108208.3671875,0,0,12.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,240,Heber City,UT,16366,Rocky Mountain,5,6,2,1560,141,5.93,10.99,10.99,0.46,46175,46176,50,73,152,16,375,38,108,70,0,0,0,0,809,349,460,0,6240,"Branham, Dave Michael",Camp1,,,Less than 20K,D,1,9.266399999999999,6,2,60,120,12,-,-,-,Allocate,12,143,120,71.16,0.02570093457943925,0.40974212034383956,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",498,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,12.0,1.0,6.0,3.9459101490553135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.4687149226665497,3.3776423931121826,6.391304969787598,0.0,0.0,0,0,12.0
,OLD TRAPPER SMOKED PRODT INC,FOREST GROVE,Old Trapper,1.150.2,1,150,Food & Beverage,2,Jerky,p37794,Old Trapper Beef Jerky,,,1285126,OT BEEF JRKY OLD FASH 10OZ,22112T,079694221121,Active,Active,214,Parker,CO,57677,Rocky Mountain,5,4,12,12,147,11.65,19.99,19.99,0.42,45975,46166,3,9,16,2,61,7,7,,0,0,0,0,540,228,312,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,C,0.9863945578231292,10.01,4,12,60,13,12,-,-,-,Review,12,0,19,139.8,0,0,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",2039,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,12.0,1.0,1.0,3.047313847226612,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.414805144071579,2.2503199577331543,0.943077564239502,1.0,126406.84375,0,0,12.0
,HARIBO OF AMERICA INC,ROSEMONT,Haribo,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p251592,Haribo Twin Snakes,,,1514376,HARIBO TWIN SNAKES 5OZ,37754,042238377554,Active,Active,207,Kennewick,WA,45860,Pacific North West,2,2,12,12,148,1.21,2.99,2.99,0.6,46116,46167,14,5,19,7,122,3,3,,0,0,0,0,1920,1920,0,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,A,0.9523809523809523,0.9192857142857143,2,12,60,27,24,-,-,-,Allocate,24,1248,27,29.04,0.32189837503224145,0.65,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",149,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,24.0,1.0,2.0,4.03611228866811,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9999847412109375,3.7649362087249756,1.4936821460723877,0.0,0.0,0,12,12.0
,HARIBO OF AMERICA INC,ROSEMONT,Haribo,1.150.1,1,150,Food & Beverage,1,Candy/Snacks,p251592,Haribo Twin Snakes,,,1514376,HARIBO TWIN SNAKES 5OZ,37754,042238377554,Active,Active,602,Asheville,NC,51466,Mid-Atlantic,9,4,12,12,148,1.21,2.99,2.99,0.6,46118,46169,21,7,33,9,232,1,1,,0,0,0,0,1920,1920,0,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,A,0.9523809523809523,0.2042857142857143,4,12,60,41,36,-,Target Inv.,-,Allocate,24,1248,25,29.04,0.32189837503224145,0.65,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",147,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,24.0,1.0,2.0,4.327778955334777,1.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9999997615814209,4.509674549102783,2.5437862873077393,0.0,0.0,0,36,12.0
