Unnamed_0,Vendor,Vendor Site Id,Brand,Dcl,Department Id,Class Id,Class Name,Line Id,Line Name,Product ID,Pcode Description,Color,Size,Item,Description,Mfg Code,UPC,Status,Status 300,Site,Site Name,State,Square Footage,Region,Zone,MIL,FLM,DC FLM,Orgs,Cost,Retail,ATG Retail,GM Pct,Last Receipt,Last Sold Date,L30,D30,D60,LW,TTM,Qoh,Supply,Allocated,Intrans,Store Transfer,QTY Reserve,Store PO Qty,Dc Qoh,Dc Avail,DC Staged,DC RV,DC PO QTY,Buyer Name,Planner Code,Private Label,Season Code,Store Size,Rank,Supply In Stock,Avg. WOC,MIL_1,FLM_1,Days,Proj. Demand,Alloc. Rec.,New,Store Flag,SKU Flag,Flag,Final Alloc.,Left DC,Final Supply,Final Cost,% UA,Left DC %,Final In Stock,Demand Check,Helper,Unnamed_79,736,source_sheet,source_file,source_row_number,Store Name,is_allocate,is_review,is_no_alloc,is_eligible,is_site802,is_ak,is_review_pass1_candidate,has_target_final_alloc,row_category,model_segment,4364,4950,4188,3908,9518,3561,3143,1957,1648,target_units,target_positive,target_flms,target_rank_score,target_cut_rec,target_follow_rec,target_one_flm,target_zero_out,target_below_flm_remainder,target_review_pass1_positive,target_review_pass1_rank_score,model_path,pred_prob,rank_score,pred_flms_raw,review_pass1_prob,review_pass1_rank_score,review_pass1_units,Predicted Final Alloc,abs_error
,TENDER CORPORATION,LITTLETON NH,SOL,1.139.4,1,139,First Aid,4,Survival,p251286,SOL Fire Lite Kit In Dry Bag,,,1721335,SOL FIRE LITE KIT IN DRY BAG S22,0140-1234,707708212345,Active,Active,284,South Tucson,AZ,35018,Southwest,6,2,2,2,135,11.55,22.99,22.99,0.5,46062,46165,1,0,0,1,3,1,1,,0,0,0,0,38,30,8,0,48,"Branham, Dave Michael",Camp1,,,30K-40K,D,1,4.29,2,2,60,2,2,-,-,-,Review,,18,1,0,0.04186046511627907,0.6,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 5.28.2026.xlsb",1578,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,0.0,0.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,0.0,0.0,review_pass2_main_nn,0.9530770778656006,0.8349441885948181,1.0161484479904175,0.9992613196372986,1.9046343564987183,0,2,2.0
,EAST RESOURCE OUTDOOR INC,NINGBO,YOLI,1.101.1,1,101,Canopies,1,Easy Set-Up,p271520,YOLI Mammoth EasyLift 10ft X 20ft Instant Canopy,Black,10ft x 20ft,1773610,COLOSSUS EASYLIFT 10X20 INSTANT CANOPY,COLEL200GRY,850028088364,Active,Active,612,North Charleston,SC,50302,Mid-Atlantic,9,1,1,1,61,132,279.99,279.99,0.53,46119,46168,5,1,3,3,12,0,1,,1,0,0,0,213,208,5,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,C,1,0.858,1,1,60,9,8,-,Disaster Prep,-,Allocate,6,183,7,792,0.3446327683615819,0.8798076923076923,1,True,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 5.28.2026.xlsb",323,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,6.0,1.0,6.0,6.4459101490553135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9999109506607056,6.285715103149414,8.151259422302246,0.0,0.0,0,8,2.0
,STANSPORT,LOS ANGELES,Stansport,1.135.99,1,135,Cooking,99,Misc,p1101,Stansport Over The Fire Grills,,"24"" x 16""",1015817,SS 24X16 CAMP GRILL,614-333,011319550308,Active,Active,802,Ecommerce,UT,,,,3,2,6,142,27.34,27.34,49.99,0,,46132,0,1,4,0,10,0,0,,,,,0,60,34,26,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9929577464788732,,3,2,60,2,4,New,Disaster Prep,-,Review,2,18,2,54.68,0.040632054176072234,0.5294117647058824,1,,,,,3.3 Working Table,"Daily Allocation - 130, 135, 114, 115, 153 - 5.26.2026.xlsb",2252,,False,True,False,True,True,False,True,True,Review,site802_review,,,,,,,,,,2.0,1.0,1.0,3.4431471805599454,1.0,1.0,1.0,0.0,0.0,1.0,2.6931471805599454,site802_review_nn,0.8877338171005249,2.753451108932495,0.34482622146606445,0.4959988296031952,2.631648302078247,2,0,2.0
,ALLIANCE SPORTS GROUP LP,GRAND PRAIRIE,NEBO,7.704.6,7,704,Lighting Products,6,HeadLamps LED Rechargable,p316843,NEBO MYCRO 450 LED Headlamp,Mossy Oak Bottomland Camo  ,,1927244,MYCRO 450 MOSSY OAK,NEB-HLP-0037,044435921783,Active,Active,198,Corona,CA,18000,Southern California,4,6,2,6,147,17.25,34.99,34.99,0.51,46130,46146,0,4,5,0,19,4,4,,0,0,0,0,232,200,32,0,0,"Branham, Dave Michael",Gift1,,,Less than 20K,E,1,,6,2,60,3,2,-,-,-,Review,2,154,6,34.5,0.1285475792988314,0.77,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 6.3.2026.xlsb",943,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,2.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.07109583914279938,0.35883936285972595,0.679798424243927,0.9999328851699829,4.703153610229492,0,0,2.0
,TENDER CORPORATION,LITTLETON NH,SOL,1.139.4,1,139,First Aid,4,Survival,p251286,SOL Fire Lite Kit In Dry Bag,,,1721335,SOL FIRE LITE KIT IN DRY BAG S22,0140-1234,707708212345,Active,Active,228,Logan,UT,30774,Rocky Mountain,5,4,2,2,135,11.55,22.99,22.99,0.5,45981,46126,0,3,5,0,6,3,3,,0,0,0,0,38,30,8,0,48,"Branham, Dave Michael",Camp1,,,30K-40K,C,1,,4,2,60,2,2,-,-,-,Review,2,18,5,23.1,0.04186046511627907,0.6,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 5.28.2026.xlsb",1566,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,2.0,1.0,1.0,2.8181471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.3017897605895996,2.2924633026123047,0.9496315717697144,1.0,44682.9453125,0,0,2.0
,HARVEST RIGHT,SALT LAKE CITY,Harvest Right,1.132.2,1,132,Food Preperation Appliances,2,Dehydrators,p301242,Harvest Right Medium 5-Tray Home Pro Freeze Dryer with Mylar Starter Kit,Black,,1858862,MEDIUM 5 TRAY HOME PRO FREEZE DRYER BLACK WITH MYLAR STARTER KIT S24,854877008863,854877008863,Spring,Active,121,Anchorage,AK,57491,Alaska,1,1,1,1,30,1895,2495,2495,0.24,46134,46165,2,0,0,1,5,2,2,,0,0,0,0,12,12,0,0,0,"Branham, Dave Michael",Camp1,,,50K-60K,A,0.9666666666666667,4.29,1,1,60,3,1,-,Large Display,-,Allocate,1,10,3,1895,0.1694915254237288,0.8333333333333334,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",202,,True,False,False,True,False,True,False,True,Allocate,ak_allocate,,,,,,,,,,1.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ak_allocate_nn,0.1748284250497818,2.4610788822174072,3.419090986251831,0.0,0.0,0,3,2.0
,CAMP CHEF,TMR,Camp Chef,1.130.7,1,130,Stoves,7,Carry Bags - Covers,p71426,Camp Chef Griddle Bags,Black,,100365,"GRIDDLE BAG SG30,SG18 #25",SGB-MD,033246204857,Active,Active,802,Ecommerce,UT,,,,4,1,12,143,16.5,16.5,29.99,0,,46167,3,0,4,3,16,0,0,,,,,0,109,43,9,57,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.986013986013986,0,4,1,60,8,8,New,Disaster Prep,-,Review,3,28,3,49.5,0.07756232686980609,0.6511627906976745,1,,,,,3.3 Working Table,"Daily Allocation - 130, 135, 114, 115, 153 - 5.26.2026.xlsb",1075,,False,True,False,True,True,False,True,True,Review,site802_review,,,,,,,,,,3.0,1.0,3.0,5.886294361119891,1.0,0.0,0.0,0.0,0.0,1.0,2.6931471805599454,site802_review_nn,0.9850035905838013,5.943526268005371,0.6231405735015869,0.9920002222061157,2.530336618423462,1,1,2.0
,STANDARD WOOD SUPL,SALT LAKE,Standard Wood,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p251625,Standard Wood Boxed Firewood - 1.2 CU FT,,,1395752,BOXED FIREWOOD 1.2 CU FT,163442,0609788163442,Active,Active,230,Hillsboro,OR,40338,Pacific North West,2,10,2,1560,141,5.93,10.99,10.99,0.46,46141,46172,13,9,17,6,178,22,24,2,0,0,0,0,809,349,460,0,6240,"Branham, Dave Michael",Camp1,,,40K-50K,C,1,7.92,10,2,60,28,4,-,-,-,Allocate,4,143,28,23.72,0.02570093457943925,0.40974212034383956,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 6.4.2026.xlsb",505,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,4.0,1.0,2.0,3.09861228866811,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.8993579149246216,2.801529884338379,1.3863760232925415,0.0,0.0,0,2,2.0
,U D A P INDUSTRIES,BUTTE,UDAP,7.706.1,7,706,Miscellaneous,1,Personal Pepper Sprays,p251498,UDAP Safety Bear Spray with Griz Guard Holster - 2 Pack,Black,7.9oz,1633678,UDAP 7.9OZ 2-PACK SFTY ORG w/GRIZ GURD HLSTR,12DCH,679354001188,Active,Active,105,ID Falls,ID,43651,Rocky Mountain,5,80,2,12,137,33.23,64.99,64.99,0.49,46162,46166,18,21,41,3,122,35,40,,5,0,0,0,1394,838,556,0,0,"Branham, Dave Michael",Gift1,,,40K-50K,A,0.9854014598540146,9.533333333333333,80,2,60,33,40,-,-,-,Review,2,592,42,66.46,0.19589675711449372,0.7064439140811456,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",800,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,2.0,1.0,1.0,2.9431471805599454,1.0,0.0,1.0,0.0,0.0,0.0,0.0,review_pass2_main_nn,0.9845948219299316,3.3567588329315186,2.3630435466766357,1.0,11.921850204467773,0,4,2.0
,CAMP CHEF,TMR,Camp Chef,1.130.1,1,130,Stoves,1,Family,p1365341,Camp Chef Pro 30 Single Burner Stove with Side Shelf,Black/Red,,1299686,CC PRO 30 SNGL BRNR 30K W/SIDE SHELF,SB30D,033246212067,Active,Active,802,Ecommerce,UT,,,,3,1,,124,97,97,149.99,0,,46158,3,2,6,0,25,0,0,,,,,0,72,72,0,0,450,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9193548387096774,0,3,1,60,4,4,New,Disaster Prep,-,Allocate,3,20,3,291,0.06097560975609756,0.2777777777777778,1,,,,,3.3 Working Table,"Daily Allocation - 130, 135, 114, 115, 153 - 5.26.2026.xlsb",116,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,3.0,1.0,3.0,5.136294361119891,1.0,1.0,0.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.9318734407424927,4.997500419616699,0.5126397609710693,0.0,0.0,0,1,2.0
,U D A P INDUSTRIES,BUTTE,UDAP,7.706.1,7,706,Miscellaneous,1,Personal Pepper Sprays,p251498,UDAP Safety Bear Spray with Griz Guard Holster - 2 Pack,Black,7.9oz,1633678,UDAP 7.9OZ 2-PACK SFTY ORG w/GRIZ GURD HLSTR,12DCH,679354001188,Active,Active,159,Wasilla,AK,52211,Alaska,1,100,2,12,137,33.23,64.99,64.99,0.49,46153,46166,27,25,43,8,154,48,66,,18,0,0,0,1394,838,556,0,0,"Branham, Dave Michael",Gift1,,,50K-60K,A+,0.9854014598540146,10.486666666666668,100,2,60,48,34,-,Large Display,-,Review,8,592,74,265.84,0.19589675711449372,0.7064439140811456,1,,,,,3.3 Working Table,"Daily Allocation - 127, 128, 706, 134 - 5.26.2026.xlsb",802,,False,True,False,True,False,True,False,True,Review,review,,,,,,,,,,8.0,1.0,4.0,3.6094379124341005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,review_pass2_main_nn,0.997744083404541,3.3397653102874756,3.1680593490600586,1.0,61323.234375,0,6,2.0
,L E M PRODUCTS INC,WEST CHESTER,LEM Products,1.132.4,1,132,Food Preperation Appliances,4,Slicers,p213365,LEM 7.5in Meat Slicer,Silver,,1504352,"LEM 7.5"" BELT DRV SLICER 150 WATT",1381,734494013818,Active,Active,802,Ecommerce,UT,,,,4,1,2,146,76.13,76.13,119.99,0,,46079,0,0,0,0,52,1,1,,,,,0,1200,1200,0,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9383561643835616,,4,1,60,2,3,New,Disaster Prep,-,Allocate,2,1149,3,152.26,0.5788413098236775,0.9575,1,,,,,3.3 Working Table,"Daily Allocation - 132, 150 - 5.26.2026.xlsb",733,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,2.0,1.0,2.0,4.09861228866811,1.0,1.0,0.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.4215719997882843,3.711505889892578,0.4204117953777313,0.0,0.0,0,0,2.0
,TENDER CORPORATION,LITTLETON NH,Adventure Medical Kits,1.139.1,1,139,First Aid,1,First Aid Kits,p2663,Adventure Medical Kits Adventure First Aid 2.0 - 102 Pieces,Red,,1234702,ADVENTURE 2.0 KIT,0120-0220,707708102202,Active,Active,802,Ecommerce,UT,,,,3,2,6,140,17.33,17.33,34.99,0,,46163,2,0,0,2,4,1,1,,,,,0,2458,2382,76,0,1146,"Branham, Dave Michael",Camp1,,,Greater than 60K,,1,2.145,3,2,60,4,4,New,Disaster Prep,-,Allocate,4,2310,5,69.32,0.7889344262295082,0.9697732997481109,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 5.28.2026.xlsb",901,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,4.0,1.0,2.0,3.97361228866811,0.0,1.0,0.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.9461042881011963,4.134799957275391,1.034624695777893,0.0,0.0,0,2,2.0
,COGHLANS LTD,WINNIPEG,Coghlan's,1.156.3,1,156,Porta Potty,3,Camp Showers,p303834,Coghlan's Solar Heated Camp Shower,Black,,1870612,SOLAR HEATED CAMP SHOWER,2420,056389024205,Active,Active,224,Nampa,ID,48704,Rocky Mountain,5,4,2,4,146,8.99,17.99,17.99,0.5,46157,46166,3,0,0,1,3,3,3,,0,0,0,0,911,857,54,0,0,"Branham, Dave Michael",Camp1,,,40K-50K,B,0.9863013698630136,4.29,4,2,60,3,2,-,-,-,Allocate,,833,3,0,0.52455919395466,0.9719953325554259,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",520,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,allocate_main_nn,0.5218636989593506,1.9137554168701172,0.656531810760498,0.0,0.0,0,2,2.0
,ALLIANCE SPORTS GROUP LP,GRAND PRAIRIE,NEBO,7.704.6,7,704,Lighting Products,6,HeadLamps LED Rechargable,p316846,NEBO MYCRO 550+ Headlamp,Gray,,1927245,MYCRO 550,NEB-HLP-0024,044435921349,Active,Active,210,Federal Way,WA,49009,Pacific North West,2,2,2,6,147,20,39.99,39.99,0.5,46153,46162,2,2,7,1,19,0,0,,0,0,0,0,663,529,134,0,0,"Branham, Dave Michael",Gift1,,,40K-50K,C,0.9863945578231292,0,2,2,60,5,6,-,-,-,Allocate,6,409,6,120,0.3031875463306153,0.7731568998109641,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",120,,True,False,False,True,False,False,False,True,Allocate,allocate,,,,,,,,,,6.0,1.0,3.0,4.886294361119891,0.0,1.0,0.0,0.0,0.0,0.0,0.0,allocate_main_nn,0.9998962879180908,5.056204795837402,3.6305336952209473,0.0,0.0,0,8,2.0
,ALLIANCE SPORTS GROUP LP,GRAND PRAIRIE,NEBO,7.704.6,7,704,Lighting Products,6,HeadLamps LED Rechargable,p316843,NEBO MYCRO 450 LED Headlamp,Mossy Oak Bottomland Camo  ,,1927244,MYCRO 450 MOSSY OAK,NEB-HLP-0037,044435921783,Active,Active,607,Camp Hill,PA,50302,Midwest,8,4,2,6,147,17.25,34.99,34.99,0.51,46121,46150,2,3,10,0,32,2,4,,2,0,0,0,232,200,32,0,0,"Branham, Dave Michael",Gift1,,,50K-60K,B,1,8.58,4,2,60,5,2,-,Large Display,-,Review,2,154,6,34.5,0.1285475792988314,0.77,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 6.3.2026.xlsb",931,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,2.0,1.0,1.0,2.6931471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.32612526416778564,2.7171480655670166,1.065988540649414,1.0,56216.375,0,0,2.0
,EAST RESOURCE OUTDOOR INC,NINGBO,YOLI,1.101.1,1,101,Canopies,1,Easy Set-Up,p247769,YOLI LiteTrek 36 7ft x 7ft Instant Canopy,Beach Print,7ft x 7ft,1712703,YOLI LITETREK 36 7X7 CANOPY,LiteTrek 36,857721007623,Active,Active,802,Ecommerce,UT,,,,8,1,1,141,32,32,79.99,0,,46167,1,1,16,1,37,6,6,,,,,0,237,226,11,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9929078014184397,25.740000000000002,8,1,60,7,2,New,Disaster Prep,-,Allocate,2,192,8,64,0.2316043425814234,0.8495575221238938,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 5.28.2026.xlsb",309,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,2.0,1.0,2.0,3.09861228866811,0.0,1.0,0.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.11418326944112778,1.313745141029358,0.30959075689315796,0.0,0.0,0,0,2.0
,HI MOUNTAIN SEASONING,RIVERTON,Hi Mountain Seasonings,1.132.5,1,132,Food Preperation Appliances,5,Spices,p72165,Hi Mountain Bratwurst Sausage Seasoning Kits,,16.4oz,1000815,"Seasoning Kit, HM BRATWURST SAUSAGE KIT",00030,736237000307,Active,Active,802,Ecommerce,UT,,,,2,2,6,145,14.99,14.99,29.99,0,,46127,0,0,0,0,6,1,1,,,,,0,34,30,4,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,1,,2,2,60,0,2,New,Disaster Prep,-,Allocate,2,26,3,29.98,0.03773584905660377,0.8666666666666667,1,,,,,3.3 Working Table,"Daily Allocation - 132, 143, 150 - 5.28.2026.xlsb",211,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,2.0,1.0,1.0,3.0681471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.018014369532465935,0.6024108529090881,0.2113954871892929,0.0,0.0,0,0,2.0
,TENDER CORPORATION,LITTLETON NH,SOL,1.139.4,1,139,First Aid,4,Survival,p251286,SOL Fire Lite Kit In Dry Bag,,,1721335,SOL FIRE LITE KIT IN DRY BAG S22,0140-1234,707708212345,Active,Active,238,Fresno,CA,30424,Southern California,4,4,2,2,135,11.55,22.99,22.99,0.5,45622,45893,0,1,1,0,2,2,2,,0,0,0,0,38,30,8,0,48,"Branham, Dave Michael",Camp1,,,30K-40K,A,1,,4,2,60,1,2,-,Target Inv.,-,Review,2,18,4,23.1,0.04186046511627907,0.6,1,,Review Final Supply - Existing Stock May Be Enough,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 5.28.2026.xlsb",1537,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,2.0,1.0,1.0,2.9431471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.21772414445877075,1.899214744567871,0.9825593829154968,0.9996732473373413,2.803927421569824,0,0,2.0
,EAST RESOURCE OUTDOOR INC,NINGBO,YOLI,1.101.99,1,101,Canopies,99,Misc Canopies,p299216,YOLI 10ft x 10ft Canopy Mesh Screen Enclosure,Black,,1850705,YOLI 10X10 CANOPY MESH SCREEN ENCLSR,SL Mesh Screen Kit,850028088562,Active,Active,802,Ecommerce,UT,,,,8,1,1,145,34.1,34.1,79.99,0,,46167,7,36,61,0,106,9,9,,,,,0,251,211,40,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,1,5.515714285714286,8,1,60,33,24,New,Disaster Prep,-,Allocate,,198,9,0,0.2214765100671141,0.9383886255924171,1,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 6.5.2026.xlsb",167,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,0.0,0.0,0.0,2.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,site802_allocate_nn,0.3652360141277313,2.575519323348999,2.1762118339538574,0.0,0.0,0,2,2.0
,MOUNTAIN SHADES DISTRIBUTING,WHEAT RIDGE,Optic Nerve,7.708.1,7,708,Sunglasses,1,Polarized,p225357,Optic Nerve Tightrope Polarized Sunglasses - Shiny Black/Brown,,Adult,1462449,TIGHTROPE/BLK/POL/BRN/SLV FLASH,16159,780207161598,Active,Active,233,Rancho Cordova,CA,39156,Northern California,3,2,2,1,147,12,39.99,39.99,0.7,45821,46167,2,-1,-1,1,1,1,1,,0,0,0,0,15,3,12,0,72,"Branham, Dave Michael",Gift1,,,30K-40K,C,0.9931972789115646,2.145,2,2,60,2,2,-,Disaster Prep,-,Review,2,1,3,24,0.001763668430335097,0.3333333333333333,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",2418,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,2.0,1.0,1.0,3.0681471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.18106025457382202,1.3146255016326904,0.9492170810699463,0.651795506477356,1.6351332664489746,0,0,2.0
,ALLIANCE SPORTS GROUP LP,GRAND PRAIRIE,NEBO,7.704.6,7,704,Lighting Products,6,HeadLamps LED Rechargable,p316843,NEBO MYCRO 450 LED Headlamp,Mossy Oak Bottomland Camo  ,,1927244,MYCRO 450 MOSSY OAK,NEB-HLP-0037,044435921783,Active,Active,604,Horseheads,NY,50000,Great Lakes,7,12,2,6,147,17.25,34.99,34.99,0.51,46154,46150,1,4,5,0,32,5,5,,0,0,0,0,252,242,10,0,0,"Branham, Dave Michael",Gift1,,,50K-60K,C,1,21.45,12,2,60,4,8,-,-,-,Review,2,200,7,34.5,0.1607717041800643,0.8264462809917356,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 5.27.2026.xlsb",1289,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,2.0,1.0,1.0,3.3181471805599454,1.0,0.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.04628890007734299,0.9357487559318542,0.8050618171691895,0.9999979734420776,5.418147087097168,0,0,2.0
,THERMACELL REPELLENTS INC,BEDFORD,Thermacell,1.136.5,1,136,Accessories,5,Repelants,p250046,Thermacell Multi-Insect Repellent 60 Hour Protection Refill,Blue,,1858900,THERMACELL MULTI-INSECT REPELLENT REFILLS ? 60 HOURS,MI5,843654008486,Spring,Spring,802,Ecommerce,UT,,,,0,2,12,147,21.1,21.1,35.99,0,,46170,2,0,0,0,3,0,0,,,,,0,481,481,0,0,0,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9931972789115646,0,0,2,60,1,2,New,Disaster Prep,-,Allocate,,435,0,0,0.25028768699654774,0.9043659043659044,0.9931972789115646,,,,,3.3 Working Table,"Daily Allocation - 136, 139, 158, 101, 108, 109, 151 - 6.5.2026.xlsb",651,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,0.0,0.0,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,site802_allocate_nn,0.52989661693573,1.0360255241394043,0.5224132537841797,0.0,0.0,0,2,2.0
,MOUNTAIN SHADES DISTRIBUTING,WHEAT RIDGE,Optic Nerve,7.708.1,7,708,Sunglasses,1,Polarized,p225377,Optic Nerve Tightrope Polarized Sunglasses - Matte Carbon/Blue,,Adult,1462450,TIGHTROPE/CRBN/POL/BRN/BLU MIR,17018,780207170187,Active,Active,608,Washington,PA,50302,Midwest,8,2,2,1,147,12,39.99,39.99,0.7,46141,46172,1,1,1,1,6,1,1,,0,0,0,0,19,13,6,0,0,"Branham, Dave Michael",Gift1,,,50K-60K,B,1,4.29,2,2,60,3,2,-,-,-,Review,2,5,3,24,0.009689922480620155,0.38461538461538464,1,,,,,3.3 Working Table,"Daily Allocation - 133, 155, 131, 704, 141, 152, 156, 708, 715 - 6.3.2026.xlsb",2096,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,2.0,1.0,1.0,3.0681471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.045344024896621704,0.7958102226257324,0.6822037696838379,0.7657644748687744,1.508763313293457,0,0,2.0
,DURAFLAME INC,TMR,Western Premium BBQ Products,1.132.14,1,132,Food Preperation Appliances,14,Wood Chips & Chunks,p302331,Western Premium BBQ Products BBQ Cooking Wood Chunks,,,1864204,WESTERN 500 CU IN MESQUITE CHUNK BOX S24,78154,078342781543,Active,Active,250,Slidell,LA,37989,Southeast,10,3,2,104,143,5,9.99,9.99,0.5,46084,46083,0,1,2,0,8,2,2,,0,0,0,0,104,100,4,0,104,"Branham, Dave Michael",Camp1,,,30K-40K,D,0.958041958041958,,3,2,60,1,2,-,Disaster Prep,-,Review,2,0,4,10,0,0,1,,,,,3.3 Working Table,"Daily Allocation - 127, 132, 128, 150, 706, 134 - 6.1.2026.xlsb",2247,,False,True,False,True,False,False,False,True,Review,review,,,,,,,,,,2.0,1.0,1.0,2.9431471805599454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,review_two_pass_none,0.37400567531585693,2.357794761657715,1.0228016376495361,1.0,55798.83984375,0,0,2.0
,CAMP CHEF,TMR,Camp Chef,1.130.7,1,130,Stoves,7,Carry Bags - Covers,p134848,Camp Chef Stove Bags,Black,,100369,STOVE STRG BAG 60  #25,CB-60UNIV,033246201085,Active,Active,802,Ecommerce,UT,,,,4,1,12,141,33,33,59.99,0,,46167,5,0,0,3,8,0,0,,,,,0,180,180,0,0,84,"Branham, Dave Michael",Camp1,,,Greater than 60K,,0.9858156028368794,0,4,1,60,7,7,New,Disaster Prep,-,Allocate,3,130,3,99,0.25193798449612403,0.7222222222222222,1,,,,,3.3 Working Table,"Daily Allocation - 130, 135, 114, 115, 153 - 5.26.2026.xlsb",3,,True,False,False,True,True,False,False,True,Allocate,site802_allocate,,,,,,,,,,3.0,1.0,3.0,5.886294361119891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,site802_allocate_nn,0.9688801765441895,5.89213752746582,1.0991290807724,0.0,0.0,0,1,2.0
